nm,24,-14691.87920009 
z-2,24,-14693.99240920 
z-3,24,-14693.98957023 
z-4,24,-14693.98369737 
z-5,24,-14693.98627510 
z-6,24,-14693.97786320 
z-7,24,-14693.98369754 
z-8,24,-14693.97786320 
z-9,24,-14693.96989093 
z-10,24,-14693.99133045 
z-11,24,-14693.99119007 
z-12,24,-14693.98842954 
z-13,24,-14693.98555395 
z-14,24,-14693.98555421 
z-15,24,-14693.98842958 
z-16,24,-14693.98017983 
z-17,24,-14693.98017935 
z-18,24,-14693.99132571 
z-19,24,-14693.99135665 
