1300	88.8386	89.823	2.20391e-07
1300	90.2468	89.5979	88.8386
1300	90.9276	89.2138	89.823
1300	91.3425	89.8396	89.7824
1300	91.4934	89.6916	89.8013
1300	89.4888	91.6748	90.7122
1300	89.5011	90.5066	89.6247
1300	92.115	89.9563	88.6375
1300	89.2048	91.9672	89.6974
1300	92.4428	95.2077	95.2077
1300	90.5305	89.862	90.5305
1200	88.1746	90.7192	2.49998e-07
1200	92.1597	88.4081	88.1746
1200	89.5552	90.4768	90.7192
1200	89.009	90.3558	91.3189
1200	89.4415	91.6883	88.4982
1200	88.3264	89.9694	90.0882
1200	90.5305	88.5246	89.6877
1200	89.4476	90.9847	91.2153
1200	89.5855	87.6317	92.4428
1200	92.5004	95.9003	95.9003
1200	93.8576	89.4989	93.8576
1100	89.1253	90.176	2.34849e-07
1100	89.8569	90.2737	89.1253
1100	89.9469	90.4377	90.176
1100	90.3601	88.1301	88.1259
1100	90.6458	89.8589	90.9881
1100	91.0292	91.7421	89.6891
1100	89.6404	90.0792	88.0198
1100	89.3846	87.5569	89.7514
1100	92.3099	87.9245	91.1415
1100	88.9639	94.0719	94.0719
1100	91.7295	91.1816	91.7295
1000	90.9801	86.9841	2.32477e-07
1000	87.8723	89.4403	90.9801
1000	93.019	89.6603	86.9841
1000	91.3851	89.0275	90.5728
1000	90.1721	90.3399	90.3782
1000	90.8528	88.8535	90.0137
1000	90.4398	89.1195	88.3688
1000	90.5227	90.0375	88.6148
1000	90.3921	89.5842	89.2029
1000	92.2913	94.3419	94.3419
1000	92.528	89.6831	92.528
900	90.0565	88.6775	2.37868e-07
900	90.5722	88.8346	90.0565
900	89.7983	90.9965	88.6775
900	91.2292	90.0141	91.5085
900	89.1927	88.4901	90.0421
900	89.4327	90.7959	91.3486
900	90.9751	90.9967	92.2689
900	91.2678	88.7125	89.4433
900	89.6446	92.4988	92.3489
900	89.5342	94.3557	94.3557
900	91.7044	90.8778	91.7044
800	90.022	91.0672	2.42844e-07
800	89.6036	89.7359	90.022
800	91.5555	90.6366	91.0672
800	91.0461	87.0265	88.303
800	90.6303	89.158	91.155
800	91.8157	90.9414	88.6519
800	91.179	90.7647	89.471
800	91.0352	90.1876	89.8584
800	88.7604	88.882	88.5739
800	92.3918	95.9181	95.9181
800	92.5046	88.0372	92.5046
700	89.2752	88.9542	2.45918e-07
700	89.1718	91.2936	89.2752
700	91.254	89.7601	88.9542
700	92.7346	88.9884	91.0034
700	89.3025	91.512	91.8303
700	91.6061	91.4072	89.6533
700	89.7631	90.7188	89.658
700	89.4357	86.7823	89.7674
700	90.534	89.4245	87.7853
700	89.3803	95.6097	95.6097
700	93.7191	91.5563	93.7191
600	91.4255	89.6581	2.39222e-07
600	91.3833	90.3417	91.4255
600	91.0423	88.0448	89.6581
600	90.9786	87.5923	88.0754
600	92.2064	89.715	88.6995
600	91.1466	89.8717	88.2728
600	91.4387	88.5071	90.6489
600	91.4086	88.8095	89.3161
600	91.2415	90.3145	89.3123
600	89.5095	97.4948	97.4948
600	91.9931	88.8492	91.9931
500	90.4866	90.106	2.4224e-07
500	92.5299	90.9015	90.4866
500	91.9501	88.1413	90.106
500	92.0237	90.5625	91.9529
500	94.2041	90.8133	90.4342
500	91.872	90.3759	91.0702
500	90.2953	90.4295	90.9921
500	91.7392	88.612	89.6742
500	92.145	90.759	90.4427
500	90.2128	95.0968	95.0968
500	92.7125	90.6276	92.7125
400	91.3446	90.8239	2.25367e-07
400	91.5853	89.7296	91.3446
400	91.3195	89.0807	90.8239
400	90.4163	89.1844	92.358
400	89.5593	90.3051	88.7336
400	92.2619	89.2889	89.7581
400	91.6318	89.4306	90.7202
400	91.574	90.1298	90.2448
400	91.2267	89.3626	89.5073
400	90.4846	95.1854	95.1854
400	95.6856	91.0161	95.6856
300	90.4813	89.1206	2.48527e-07
300	91.3975	88.2621	90.4813
300	94.4766	88.52	89.1206
300	93.394	88.8389	90.634
300	93.3454	90.9629	90.4566
300	92.151	86.7234	90.8608
300	94.6378	88.6105	91.2105
300	94.4589	88.5907	90.635
300	91.7656	90.1607	91.7512
300	90.6401	94.6895	94.6895
300	97.8452	91.8608	97.8452
200	92.9415	90.8329	2.37825e-07
200	90.7512	89.7869	92.9415
200	92.1327	88.2276	90.8329
200	91.1725	89.3606	89.2325
200	91.8491	87.7392	90.1416
200	93.737	89.7925	90.7076
200	91.7093	88.9208	91.0439
200	89.7648	88.8723	91.2084
200	90.9057	89.1608	90.242
200	92.5292	96.9446	96.9446
200	98.3903	92.0312	98.3903
100	90.3158	90.1193	2.41472e-07
100	93.6556	85.3728	90.3158
100	93.8714	89.9336	90.1193
100	93.0906	88.2283	89.8154
100	95.3516	87.6493	91.0764
100	94.5799	88.0503	88.667
100	93.0098	87.1875	89.6675
100	93.6936	88.1393	89.9318
100	92.5771	88.6206	89.5318
100	92.6174	95.0381	95.0381
100	104.006	93.0065	104.006
