1300	6.86658e-06	0.108984	0.00200511	0.0138837	0.000117485	-43770.7	1.28955e+07	1.92878e+09	1.00773e+17	0.0401683	2.08617e-10	0.000310301	2.48473e-07	0.4634
1200	8.0587e-06	0.2326	0.00406008	0.0581648	0.000810973	-58706.5	2.96846e+07	3.47615e+09	4.18906e+17	0.0954562	6.61439e-10	0.00419453	1.35703e-05	0.586723
1100	9.59051e-06	0.437889	0.00119248	0.19294	0.000885343	-87672.8	3.00961e+07	7.71664e+09	9.19374e+17	0.0333654	9.49783e-10	0.0381117	0.000129483	0.658735
1000	1.16045e-05	0.5541	0.000492042	0.307519	0.000595631	-113298	2.11456e+07	1.28576e+10	1.0835e+18	0.0166584	9.7702e-10	0.095164	0.00022151	0.664566
900	1.43266e-05	0.635865	0.000256968	0.404581	0.000413636	-135802	1.42706e+07	1.84563e+10	1.05154e+18	0.0107405	1.00498e-09	0.1641	0.000269493	0.665824
800	1.81321e-05	0.699059	0.000157911	0.488841	0.000307412	-155462	1.00139e+07	2.41784e+10	9.66769e+17	0.00835344	1.12961e-09	0.239273	0.000292092	0.666238
700	2.36827e-05	0.751956	9.84565e-05	0.565537	0.000221999	-173326	7.22807e+06	3.0049e+10	8.67448e+17	0.00680268	1.39096e-09	0.320054	0.000282633	0.666435
600	3.22348e-05	0.797276	6.03787e-05	0.635709	0.000153287	-189639	4.89898e+06	3.59678e+10	7.04979e+17	0.00567823	1.74657e-09	0.40428	0.000247199	0.66654
500	4.64181e-05	0.83784	3.87932e-05	0.702014	0.000108804	-204953	3.15399e+06	4.2009e+10	5.29978e+17	0.00525349	2.33165e-09	0.492933	0.000214089	0.666593
400	7.25283e-05	0.874697	2.27532e-05	0.765117	6.95769e-05	-219520	1.97436e+06	4.81909e+10	3.80378e+17	0.00481453	3.56345e-09	0.585474	0.000162697	0.666627
300	0.000128939	0.909	1.11246e-05	0.826292	3.67425e-05	-233420	1.08229e+06	5.4486e+10	2.35769e+17	0.00418478	6.17363e-09	0.682796	0.000100216	0.666649
200	0.000290113	0.940937	4.47956e-06	0.885368	1.58516e-05	-246864	430262	6.09423e+10	1.04853e+17	0.00379147	1.2425e-08	0.783892	4.96264e-05	0.66666
100	0.00116045	0.971269	1.07288e-06	0.943365	4.0475e-06	-259940	105787	6.7569e+10	2.85885e+16	0.0036323	4.88783e-08	0.889942	1.44015e-05	0.666665
0	inf	0.999746	1.58564e-09	0.999493	6.33917e-09	-272621	35.2876	7.43224e+10	1.04905e+13	inf	inf	0.998986	2.53295e-08	0.666667
0	inf	0.999842	1.00179e-10	0.999684	4.00588e-10	-272634	1.02986	7.43293e+10	3.06194e+11	inf	inf	0.999367	1.60133e-09	0.666667
