c-3,24,-14694.02017625 
c-4,24,-14694.02340723 
c-5,24,-14694.01519497 
c-6,24,-14694.02274748 
c-7,24,-14694.01689686 
c-8,24,-14694.01747929 
c-9,24,-14694.02249216 
c-10,24,-14694.01723411 
c-11,24,-14694.08530258 
c-15,24,-14694.01241668 
c-19,24,-14694.00338693 
