1300	0.0390121	0.000263286	0.0017854	1.99789e-06	-21431.4	1.85617e+06	4.61163e+08	3.44396e+15	6.03026e-16	1.18181e+23	5.18688e-06	7.1318e-11	0.457608
1200	0.0440071	0.000342114	0.00227897	3.41595e-06	-22473	2.0158e+06	5.07055e+08	4.10813e+15	9.1961e-16	9.31814e+22	8.61192e-06	2.30117e-10	0.447284
1100	0.0514935	0.000473709	0.00312561	6.81846e-06	-23916.9	2.27574e+06	5.74298e+08	5.29224e+15	1.51538e-15	7.42763e+22	1.65924e-05	1.06946e-09	0.433865
1000	0.0701699	0.000922725	0.00584716	2.31225e-05	-26074.9	3.57838e+06	6.83481e+08	9.94587e+15	3.57164e-15	7.97706e+22	5.73272e-05	1.0648e-08	0.44108
900	0.191266	0.00370869	0.0402937	0.000529587	-36065.7	2.87521e+07	1.32951e+09	1.61895e+17	1.77228e-14	4.2053e+23	0.00215352	5.01826e-06	0.557866
800	0.486241	0.00045913	0.23689	0.000431619	-82361	2.28012e+07	6.80615e+09	6.19636e+17	2.77684e-15	2.08197e+23	0.0565489	9.70209e-05	0.664101
700	0.617934	0.000158596	0.382001	0.000241696	-116967	1.31489e+07	1.36945e+10	7.18967e+17	1.25283e-15	7.03781e+22	0.146166	0.000140858	0.666114
600	0.70695	7.59362e-05	0.499855	0.000151457	-145362	8.45557e+06	2.11387e+10	7.13458e+17	8.16473e-16	2.44289e+22	0.250006	0.000150847	0.666464
500	0.775796	3.91866e-05	0.601899	9.42486e-05	-169952	5.2077e+06	2.88889e+10	6.01049e+17	6.06727e-16	7.25576e+21	0.362376	0.000136377	0.66658
400	0.832484	2.01805e-05	0.69305	5.59272e-05	-191952	2.98875e+06	3.68484e+10	4.40451e+17	4.8821e-16	1.70564e+21	0.480375	0.000107413	0.666628
300	0.880796	8.7339e-06	0.77581	2.70977e-05	-211865	1.47267e+06	4.48883e+10	2.64315e+17	3.75631e-16	2.65918e+20	0.601909	6.52172e-05	0.666652
200	0.924	3.6677e-06	0.85378	1.25247e-05	-230578	665536	5.31668e+10	1.41535e+17	3.5492e-16	2.37382e+19	0.728954	3.65153e-05	0.666661
100	0.963432	8.5881e-07	0.928202	3.18837e-06	-248403	168778	6.1704e+10	4.16488e+16	3.32424e-16	3.76246e+17	0.861562	1.09864e-05	0.666665
