1300	0.0454268	0.000390229	0.00245409	4.19119e-06	-15557.3	1.43067e+06	2.4346e+08	1.40104e+15	1.22603e-15	6.64044e+22	1.02165e-05	3.05978e-10	0.434539
1200	0.051666	0.000469877	0.00313957	6.45425e-06	-16375	1.52767e+06	2.69669e+08	1.6584e+15	1.73257e-15	5.14799e+22	1.63155e-05	7.7066e-10	0.448256
1100	0.060574	0.000619476	0.0042891	1.15057e-05	-17518.7	1.94917e+06	3.08854e+08	2.44233e+15	2.71836e-15	4.63773e+22	2.99098e-05	2.61122e-09	0.45805
1000	0.0813152	0.00116366	0.00777661	3.89806e-05	-19153	2.7216e+06	3.69561e+08	4.1726e+15	6.17868e-15	4.42291e+22	9.94822e-05	2.82188e-08	0.451668
900	0.204907	0.00408109	0.0460705	0.000675303	-26951.4	1.97167e+07	7.46106e+08	6.23341e+16	2.67522e-14	2.10227e+23	0.00279825	8.5069e-06	0.560541
800	0.486672	0.000623905	0.237474	0.000585702	-59973.4	1.6975e+07	3.6138e+09	2.44376e+17	5.17614e-15	1.12994e+23	0.0569801	0.000132002	0.663202
700	0.61866	0.000212789	0.382954	0.000324332	-85301	9.4495e+06	7.28571e+09	2.74107e+17	2.3058e-15	3.6871e+22	0.146978	0.000189334	0.665929
600	0.708052	0.00010315	0.501441	0.000206946	-106143	6.1012e+06	1.12724e+10	2.7527e+17	1.52137e-15	1.285e+22	0.25165	0.00020861	0.666392
500	0.775697	5.48983e-05	0.60176	0.000131956	-123799	3.79882e+06	1.53301e+10	2.3238e+17	1.16597e-15	3.85845e+21	0.362248	0.000190754	0.666545
400	0.832095	2.80825e-05	0.69241	7.7728e-05	-139734	2.25563e+06	1.95279e+10	1.76038e+17	9.31932e-16	9.38406e+20	0.479509	0.000148923	0.666613
300	0.880826	1.29642e-05	0.775867	4.02344e-05	-154382	1.14802e+06	2.38348e+10	1.09456e+17	7.64841e-16	1.51118e+20	0.60201	9.68963e-05	0.666644
200	0.924032	4.93335e-06	0.853839	1.68441e-05	-168057	468114	2.82437e+10	5.28622e+16	6.54862e-16	1.21718e+19	0.729058	4.90938e-05	0.666659
100	0.963475	1.03067e-06	0.928284	3.82647e-06	-181070	106442	3.27864e+10	1.39562e+16	5.47251e-16	1.72981e+17	0.861715	1.31857e-05	0.666665
