1300	0.0324666	0.000205554	0.00125977	1.20202e-06	-49233.4	4.91744e+06	2.42885e+09	4.77267e+16	2.72452e-16	4.47553e-11	2.78985e-06	3.20434e-11	0.41403
1200	0.0376626	0.000260054	0.0016787	2.03331e-06	-53421.7	5.87646e+06	2.85976e+09	6.76453e+16	4.04532e-16	7.36665e-11	4.8527e-06	1.09328e-10	0.425994
1100	0.0469343	0.000429921	0.00263304	5.34671e-06	-59608.5	7.89947e+06	3.56108e+09	1.13078e+17	7.95893e-16	1.40251e-10	1.22832e-05	6.27007e-10	0.409425
1000	0.0836084	0.00154956	0.00854096	5.96755e-05	-71003.3	1.59176e+07	5.05739e+09	3.28261e+17	3.47104e-15	4.13769e-10	0.000132663	6.26889e-08	0.393799
900	0.406458	0.000734513	0.165943	0.000477105	-130455	5.11241e+07	1.70697e+10	3.46127e+18	2.03126e-15	2.02551e-09	0.0280144	5.23247e-05	0.660887
800	0.571123	0.000204286	0.326386	0.000265644	-191423	2.96883e+07	3.66725e+10	4.35111e+18	7.15007e-16	1.8841e-09	0.106794	0.000112986	0.665835
700	0.665903	8.82274e-05	0.443516	0.000156508	-237882	1.88643e+07	5.66068e+10	4.27487e+18	4.03329e-16	2.04234e-09	0.196863	0.000123335	0.666401
600	0.735489	4.6315e-05	0.54099	0.00010011	-276947	1.11404e+07	7.67108e+10	3.41544e+18	2.88185e-16	2.23447e-09	0.292771	0.000117018	0.666553
500	0.790854	2.77714e-05	0.625478	6.93958e-05	-310869	7.08091e+06	9.66465e+10	2.73774e+18	2.48834e-16	2.94502e-09	0.391293	0.000108375	0.666608
400	0.838099	1.48373e-05	0.702424	4.16676e-05	-341745	4.08694e+06	1.16793e+11	1.90939e+18	2.07724e-16	4.1499e-09	0.493441	8.21696e-05	0.666638
300	0.881512	7.66561e-06	0.77707	2.38174e-05	-371451	2.18312e+06	1.37978e+11	1.20503e+18	1.9079e-16	7.00602e-09	0.603862	5.74866e-05	0.666654
200	0.922461	3.27787e-06	0.850938	1.11508e-05	-400623	1.01136e+06	1.605e+11	6.49107e+17	1.83562e-16	1.6431e-08	0.724107	3.22618e-05	0.666662
100	0.961879	7.41843e-07	0.925212	2.74516e-06	-429777	239934	1.84709e+11	1.77275e+17	1.66174e-16	6.23693e-08	0.856021	9.39776e-06	0.666666
