0	1.78972	3.74765	-0.802281	-0.556037	-0.217183
1	1.27921	5.8817	0.881625	-0.374293	0.287475
2	2.75433	5.39897	0.239397	-0.292086	-0.925945
3	2.39629	4.30872	-0.26639	-0.623688	-0.734881
4	1.15694	3.51765	-0.851598	-0.336251	0.402139
5	1.55542	3.31294	-0.98524	-0.170488	0.0153747
6	1.51131	4.39644	-0.310165	-0.948822	0.0594502
7	2.55246	3.05439	-0.553533	0.0483901	-0.83142
8	0.777794	2.81525	-0.664674	0.224954	0.712463
9	1.22933	5.74549	0.809303	-0.48259	0.334866
10	1.08147	3.956	-0.605763	-0.641967	0.470031
11	1.01753	5.15942	0.367797	-0.76721	0.525466
12	0.92833	0.886702	0.505969	0.620475	0.599172
13	1.44617	4.32576	-0.374144	-0.919002	0.124302
14	2.16731	4.47402	-0.195343	-0.803906	-0.561762
15	2.71781	4.22668	-0.191971	-0.363656	-0.911538
16	1.32107	3.39882	-0.9371	-0.246505	0.24714
17	1.74268	4.51028	-0.197773	-0.965211	-0.171039
18	1.11934	4.64509	-0.0605063	-0.897774	0.436281
19	1.11945	0.928085	0.539348	0.720315	0.436177
20	1.04706	3.89114	-0.633877	-0.589981	0.500123
21	1.78004	3.59018	-0.881407	-0.424235	-0.207719
22	1.38033	5.58362	0.751287	-0.632241	0.189312
23	2.7755	0.621365	0.291058	0.208389	-0.933734
24	2.49589	0.15224	0.5948	0.0912585	-0.798677
25	2.16465	2.99644	-0.820076	0.119878	-0.559558
26	0.377917	0.797678	0.257688	0.264096	0.929435
27	2.19369	5.35741	0.488301	-0.649015	-0.583388
28	1.10389	4.16184	-0.467161	-0.761015	0.45013
29	2.05511	5.81607	0.790187	-0.398524	-0.465601
30	1.38381	4.16012	-0.515473	-0.836499	0.185895
31	2.68007	2.1162	-0.231014	0.380705	-0.895375
32	1.7274	4.76984	0.0567169	-0.986133	-0.155965
33	1.28085	3.75261	-0.784879	-0.549753	0.285896
34	1.30336	5.43762	0.639727	-0.721745	0.264261
35	0.66031	4.23773	-0.280326	-0.545555	0.789802
36	1.66996	5.62019	0.78428	-0.612456	-0.0990037
37	3.03953	1.93486	-0.0362776	0.0952044	-0.994796
38	1.48636	6.22341	0.994658	-0.0595223	0.0843398
39	2.43534	4.71331	0.000594968	-0.648988	-0.760798
40	1.14778	3.35988	-0.890215	-0.197471	0.410514
41	1.34606	4.74341	0.0302329	-0.974384	0.222847
42	1.9838	4.64923	-0.0578084	-0.914092	-0.401365
43	2.09679	5.03408	0.273429	-0.82046	-0.502077
44	1.91697	4.15038	-0.501273	-0.79599	-0.3393
45	1.04002	4.9341	0.189645	-0.841303	0.506205
46	2.18093	5.83668	0.739225	-0.353902	-0.572974
47	0.845732	5.6549	0.60553	-0.43991	0.663184
48	1.10664	5.96809	0.850172	-0.277121	0.447673
49	1.19159	4.44775	-0.242976	-0.89662	0.370182
50	2.30717	4.8037	0.0675601	-0.737823	-0.671605
51	1.51669	4.67539	-0.0369333	-0.997853	0.0540819
52	1.43631	3.90991	-0.71259	-0.68865	0.134076
53	2.36247	4.64193	-0.0494674	-0.700912	-0.711531
54	2.23474	5.13401	0.322306	-0.718601	-0.616224
55	1.57853	6.10333	0.98384	-0.178881	-0.00773458
56	2.23727	4.47113	-0.187795	-0.763244	-0.618217
57	1.71246	0.215768	0.967027	0.211953	-0.141186
58	2.25833	4.65328	-0.0456531	-0.771467	-0.63463
59	1.93452	4.71873	0.00592221	-0.93456	-0.355757
60	1.41154	5.92057	0.923142	-0.350229	0.158582
61	2.27778	2.55497	-0.633208	0.420879	-0.649545
62	2.83602	2.75655	-0.278811	0.112996	-0.953675
63	2.1629	2.78486	-0.777526	0.289767	-0.558111
64	1.14483	4.8004	0.0800418	-0.907116	0.4132
65	1.05689	5.4056	0.556473	-0.669842	0.491579
66	1.36812	4.1005	-0.562659	-0.801809	0.201291
67	1.98161	3.89443	-0.669035	-0.62682	-0.39936
68	2.20632	4.17386	-0.412737	-0.690857	-0.593603
69	1.59344	3.94249	-0.695887	-0.717794	-0.0226464
70	1.77213	4.05873	-0.595814	-0.777827	-0.199975
71	0.425322	6.07505	0.403709	-0.0852612	0.910906
72	1.82503	5.48419	0.675011	-0.693619	-0.2515
73	1.90958	5.06924	0.32947	-0.883741	-0.332342
74	1.2914	4.52583	-0.178286	-0.944542	0.27578
75	1.3733	3.99205	-0.646814	-0.736974	0.196217
76	0.820514	3.66127	-0.634925	-0.363259	0.681845
77	0.933217	5.67039	0.657331	-0.462159	0.595252
78	1.72715	4.84241	0.128078	-0.979463	-0.155721
79	1.51778	1.35681	0.212061	0.975819	0.0529868
80	2.46966	5.00932	0.182138	-0.595257	-0.782621
81	1.67116	4.01724	-0.637278	-0.764093	-0.100195
82	0.211349	3.2757	-0.207895	-0.0280478	0.977749
83	1.00128	3.99436	-0.554063	-0.634234	0.539223
84	1.29046	2.62309	-0.834657	0.47623	0.276682
85	1.03643	0.218372	0.840153	0.186439	0.509297
86	1.77921	6.15577	0.970429	-0.124318	-0.206912
87	2.17377	4.3462	-0.294913	-0.769045	-0.567095
88	2.64456	2.24792	-0.298754	0.371627	-0.878999
89	0.448407	4.75663	0.0191716	-0.433106	0.901139
