0	0.494448	3.26299	-0.471053	-0.0574673	0.880231
1	1.43404	2.21244	-0.592927	0.793632	0.136328
2	0.580069	1.70585	-0.0737952	0.543091	0.836425
3	0.470101	2.28872	-0.297976	0.341171	0.891523
4	0.955273	2.46606	-0.637151	0.510553	0.577386
5	0.971472	2.96818	-0.813333	0.142472	0.564084
6	0.870292	1.76643	-0.148612	0.749934	0.644604
7	1.23582	2.3429	-0.658871	0.676621	0.328744
8	1.12535	2.70334	-0.817136	0.382949	0.430859
9	1.25037	4.48281	-0.215985	-0.9242	0.314967
10	0.865681	2.55135	-0.632689	0.423844	0.648122
11	1.06587	1.33564	0.203921	0.851123	0.483742
12	1.63639	1.42128	0.148637	0.986717	-0.0655481
13	0.441957	3.16628	-0.427579	-0.0105569	0.903916
14	1.02153	1.69902	-0.10906	0.845905	0.522064
15	1.81608	1.07696	0.459817	0.854166	-0.242835
16	0.849548	1.4348	0.101814	0.744048	0.660323
17	1.97929	4.60726	-0.0963019	-0.912653	-0.397229
18	2.74484	1.7538	-0.0703242	0.37997	-0.922321
19	1.59065	1.55348	0.0173133	0.999653	-0.0198475
20	2.33279	3.25887	-0.718492	-0.0846489	-0.690365
21	0.446466	2.46803	-0.337482	0.269333	0.901978
22	1.32308	1.67608	-0.10188	0.964107	0.245189
23	1.49496	0.854426	0.654765	0.752026	0.0757599
24	1.32244	2.00766	-0.41012	0.878282	0.245811
25	1.88125	1.13279	0.403855	0.862309	-0.305489
26	1.86657	2.93943	-0.937095	0.192074	-0.291481
27	0.952835	2.70882	-0.739918	0.341827	0.579375
28	1.18103	1.26494	0.278523	0.88207	0.379969
29	1.38129	1.79005	-0.213609	0.958586	0.188373
30	1.18788	2.40517	-0.687221	0.623	0.373627
31	0.686578	5.77625	0.554172	-0.307758	0.77342
32	2.18875	1.52153	0.0401377	0.814078	-0.579366
33	0.567085	2.43496	-0.408549	0.348777	0.84347
34	1.12436	2.42708	-0.681372	0.591031	0.431757
35	1.19931	1.25329	0.290904	0.885215	0.363
36	1.82316	1.51473	0.054262	0.966803	-0.249696
37	2.41821	1.6628	-0.0608158	0.659125	-0.74957
38	1.17829	3.01496	-0.916556	0.116686	0.382505
39	1.11863	2.65699	-0.795935	0.419038	0.436915
40	1.72262	2.04546	-0.451779	0.879216	-0.151245
41	1.28271	2.93554	-0.938507	0.19617	0.284115
42	1.48843	3.06276	-0.993515	0.0784796	0.0822734
43	1.68647	0.739243	0.734041	0.669226	-0.115417
44	1.64526	2.65235	-0.880243	0.468655	-0.0743933
45	1.75658	1.2117	0.34538	0.920105	-0.184717
46	1.34007	2.84123	-0.929917	0.288024	0.228686
47	0.551746	1.94872	-0.193418	0.487184	0.851611
48	0.655965	1.91621	-0.206512	0.573899	0.79246
49	0.720192	2.21696	-0.397119	0.526569	0.751679
50	0.388366	3.14103	-0.378677	0.000214416	0.925529
51	0.551834	1.84963	-0.144293	0.504001	0.851565
52	1.73069	3.11871	-0.986986	0.0225914	-0.159208
53	1.02899	2.19004	-0.497293	0.697686	0.515688
54	0.938819	2.03879	-0.363969	0.720105	0.590741
55	0.507298	0.992617	0.265499	0.406852	0.87406
56	0.467423	2.15798	-0.249635	0.375115	0.892732
