1300	0.0604028	0.000650723	0.00429965	1.28674e-05	-14326.8	1.51082e+06	2.0677e+08	1.25706e+15	2.91095e-15	4.64079e-11	3.13629e-05	3.40106e-09	0.434504
1200	0.0684787	0.000907723	0.00559766	2.24042e-05	-15623.4	1.78122e+06	2.45873e+08	1.79291e+15	4.76559e-15	7.53608e-11	5.3753e-05	9.53501e-09	0.428169
1100	0.0879474	0.00145084	0.00918655	5.95611e-05	-17687.9	2.39435e+06	3.15256e+08	3.10873e+15	9.06481e-15	1.43473e-10	0.000143993	7.27855e-08	0.431256
1000	0.150012	0.00431328	0.0268196	0.000475978	-21718.3	6.8168e+06	4.78506e+08	1.39719e+16	3.26087e-14	5.98044e-10	0.00119559	3.60761e-06	0.445943
900	0.41789	0.00218932	0.176823	0.00143755	-38717.7	1.50791e+07	1.51415e+09	8.96938e+16	2.04339e-14	2.01631e-09	0.032705	0.000175849	0.651331
800	0.577081	0.0005554	0.333578	0.000730777	-56583.6	8.10363e+06	3.20981e+09	1.03191e+17	6.56072e-15	1.73569e-09	0.112006	0.000320883	0.664476
700	0.671646	0.000247837	0.451356	0.000445598	-70559.4	4.95664e+06	4.98359e+09	9.87367e+16	3.8238e-15	1.81113e-09	0.204168	0.000361923	0.665937
600	0.739085	0.000138322	0.546385	0.000301269	-81976	3.3944e+06	6.72346e+09	9.10913e+16	2.9048e-15	2.2978e-09	0.298838	0.000358228	0.66633
500	0.794201	7.46598e-05	0.63083	0.000187896	-92115.9	1.97698e+06	8.48731e+09	6.69634e+16	2.25773e-15	2.77507e-09	0.398135	0.000297869	0.666509
400	0.840481	4.6181e-05	0.706454	0.000130218	-101244	1.34967e+06	1.02516e+10	5.52785e+16	2.18207e-15	4.62529e-09	0.499207	0.000259003	0.66658
300	0.883242	2.19193e-05	0.780138	6.83196e-05	-110006	683194	1.2102e+10	3.30382e+16	1.84124e-15	7.39966e-09	0.608683	0.000165972	0.666629
200	0.923527	9.29228e-06	0.852911	3.16727e-05	-118644	302453	1.40766e+10	1.70181e+16	1.75626e-15	1.6584e-08	0.727489	9.20011e-05	0.666652
100	0.962463	2.1823e-06	0.926337	8.08352e-06	-127311	79021.4	1.62082e+10	5.12201e+15	1.64984e-15	6.93262e-08	0.858108	2.77282e-05	0.666664
